你們 有 素食 的 選擇 嗎 ？ 四 。,當然 ， 我 拿 一個 素食 菜單 給 你 。 零 。
當然 ， 我 拿 一個 素食 菜單 給 你 。 零 。,謝謝 。一 。
謝謝 。一 。,這 是 我們 的 素食 菜單 ， 我 給 你 一點 時間 。 零 。
這 是 我們 的 素食 菜單 ， 我 給 你 一點 時間 。 零 。,謝謝 。一 。
請問 您 已經 用 完 了 還是 還 在 吃 呢 ？ 四 。,我 已經 用餐 完畢 了 。零 。
我 可以 將 剩下 的 晚餐 帶走 嗎 ？ 四 。,當然 ！ 我 馬上 回來 ！ 三 。
有 沒 有 興趣 來 些 甜點 呢 ？ 九 。,您 能 不 能 給 我們 你們 的 甜點 單 呢 ？ 四 。
您 能 不 能 給 我們 你們 的 甜點 單 呢 ？ 四 。,當然 ！ 我 馬上 回來 ！ 九 。
我 想 點 白 巧克力 慕斯 蛋糕 。 零 。,沒 問題 ！ 三 。
服務 領班 ， 我 要 辦 退 房 了 。請幫 我 搬 行李 。零 。,好 。 請問 您 房間 幾 號 ？ 四 。
好 的 ﹐ 2266 號 房 。 馬上 派 人 上去 。 三 。,請 十一點半 過來 。 零 。
請 十一點半 過來 。 零 。,行李員會 準時 過去 。 零 。
你好 ， 我 想 要點 餐 。 零 。,歡迎 光臨 ， 請問 今天 想 要 什麼 呢 ？ 九 。
歡迎 光臨 ， 請問 今天 想 要 什麼 呢 ？ 九 。,我 想 要 一 杯 義式 咖啡 。 零 。
我 想 要 一 杯 義式 咖啡 。 零 。,好 的 ， 請問 要 冰 的 還 是 熱 的 呢 ？ 九 。
好 的 ， 請問 要 冰 的 還 是 熱 的 呢 ？ 九 。,冰 的 。 零 。
冰 的 。 零 。,知道 了 ， 一 杯 義式 咖啡 少 冰 。 九 。
還有 需要 其他 的 東西 嗎 ？ 九 。,那 再 來 一 份 貝果 好 了 。零 。
那 再 來 一 份 貝果 好 了 。零 。,請問 要 什麼 口味 呢 ？ 九 。
請問 要 什麼 口味 呢 ？ 九 。,草莓 口味 。零 。
草莓 口味 。零 。,好 的 ， 總共 是 一 杯 義式 咖啡 少 冰 和 草莓 貝果 對 嗎 ？ 九 。
好 的 ， 總共 是 一 杯 義式 咖啡 少 冰 和 草莓 貝果 對 嗎 ？ 九 。,對 的 。零 。
先生 ， 歡迎 你 。 有 什麼 我 可以 幫 你 嗎 ？ 四 。,是的 ， 我 想 去 美國 度假 。 九 。
是的 ， 我 想 去 美國 度假 。 九 。,沒 問題 。 事實上 ， 我們 有 一些 很 棒 的 套餐 。零 。
你好 ， 我 想 要點 餐 。 零 。,歡迎 你 。 有 什麼 我 可以 幫 你 嗎 ？ 九 。
歡迎 你 。 有 什麼 我 可以 幫 你 嗎 ？ 九 。,我 想 要 一 杯 卡布奇諾 。 零 。
我 想 要 一 杯 卡布奇諾 。 零 。,好 的 ， 請問 要 冰 的 還 是 熱 的 呢 ？ 九 。
好 的 ， 請問 要 冰 的 還 是 熱 的 呢 ？ 九 。,冰 的 。 零 。
冰 的 。 零 。,知道 了 ， 一 杯 卡布其諾 少 冰 。 九 。
你好 ， 我 要 報到 。 零 。,好 的 。 請問 是 住 哪 一 間 房 呢 ？ 九 。
202 號 房 。 零 。,好 的 。 我 知道 了 ， 這 是 你 的 房卡 。 零 。
好 的 。 我 知道 了 ， 這 是 你 的 房卡 。 零 。,謝謝 你 。 零 。
打擾 了 ， 我 想 嚐嚐 中國 菜 。 零 。,我們 這裏 有 很 好 的 中國 菜 。 您 喜歡 什麼 風味 ？ 九 。
我們 這裏 有 很 好 的 中國 菜 。 您 喜歡 什麼 風味 ？ 九 。,我 對 中國 菜 一無所知 。 您 能 給 我 一些 建議 嗎 ？ 四 。
我 對 中國 菜 一無所知 。 您 能 給 我 一些 建議 嗎 ？ 四 。,中國 菜 分成 八 大 菜系 ， 如 粵菜 、 魯菜 和 川菜 等等 。 零 。
中國 菜 分成 八 大 菜系 ， 如 粵菜 、 魯菜 和 川菜 等等 。 零 。,有 什麼 不同 嗎 ？ 四 。
有 什麼 不同 嗎 ？ 四 。,粵菜 清淡 適中 ， 而 魯菜 則 味 重 香 濃 。 零 。
粵菜 清淡 適中 ， 而 魯菜 則 味 重 香 濃 。 零 。,川菜 怎麼樣 ？ 四 。
川菜 怎麼樣 ？ 四 。,川菜 大都 麻辣 濃香 。 零 。
川菜 大都 麻辣 濃香 。 零 。,噢 ， 其實 我 喜歡 吃 辣 一點 的 。 所以 您 推薦 我 吃 什麼 ？ 四 。
噢 ， 其實 我 喜歡 吃 辣 一點 的 。 所以 您 推薦 我 吃 什麼 ？ 四 。,我 覺得 麻婆 豆腐 和 魚香 肉絲 味道 不錯 。 我們 有 四川 菜餐廳 。 可以 建議 您 去 那裏 嗎 ？ 它 在 三 樓 。 零 。
我 覺得 麻婆 豆腐 和 魚香 肉絲 味道 不錯 。 我們 有 四川 菜餐廳 。 可以 建議 您 去 那裏 嗎 ？ 它 在 三 樓 。 零 。,謝謝 您 。二 。
謝謝 您 。二 。,很 高興 爲 您 服務 。一 。
能 爲 您 提供 什麼 服務 ？ 四 。,嗯 ， 我 想 爲 晚餐 預訂 一 張 桌子 。 零 。
嗯 ， 我 想 爲 晚餐 預訂 一 張 桌子 。 零 。,您 預計 你們 一共 多少 人 ？ 八 。
您 預計 你們 一共 多少 人 ？ 八 。,12 人 。 零 。
12 人 。 零 。,您 想 訂 個 包間 嗎 ？ 八 。
您 想 訂 個 包間 嗎 ？ 八 。,聽 起來 是 個 好 主意 。 零 。
聽 起來 是 個 好 主意 。 零 。,好 的 。 先生 ， 請問 您 的 姓名 ？ 八 。
好 的 。 先生 ， 請問 您 的 姓名 ？ 八 。,我 的 名字 是 王大明 。零 。
我 的 名字 是 王大明 。零 。,你們 會 幾 點 到 ？ 八 。
好 的 先生 ， 我們 已經 爲 您 在 晚上 7 ： 30 預留 了 一個 包 間 。零 。,非常 感謝 。 零 。
晚上 好 ， 您 訂 座位 了 嗎 ？ 八 。,沒有 。 零 。
沒有 。 零 。,你們 一共 多少 人 ？ 八 。
你們 一共 多少 人 ？ 八 。,就 兩 位 。 零 。
就 兩 位 。 零 。,你們 要 吸菸區 還是 非 吸菸區 ， 或是 有 空位 就 行 ？ 八 。
你們 要 吸菸區 還是 非 吸菸區 ， 或是 有 空位 就 行 ？ 八 。,我們 要 非 吸菸區 。 零 。
我們 要 非 吸菸區 。 零 。,十分 抱歉 ， 現在 非 吸菸 區 還 暫時 沒有 座位 。 您 能 稍 等 一會兒 嗎 ？ 四 。
十分 抱歉 ， 現在 非 吸菸 區 還 暫時 沒有 座位 。 您 能 稍 等 一會兒 嗎 ？ 四 。,我們 要 等 多 長 時間 ？ 四 。
我們 要 等 多 長 時間 ？ 四 。,我 想 大約 十 分鐘 。 零 。
我 想 大約 十 分鐘 。 零 。,好 吧 ， 那 我們 就 等 一會兒 。 零 。
這 是 什麼 呀 ？ 我 點 的 不 是 這個 菜 。 五 。,實在 是 太 抱歉 了 ， 您 再 講 一下 您 點 的 是 什麼 好 嗎 ？ 我 馬上 去 換 您 的 菜 。 六 。
實在 是 太 抱歉 了 ， 您 再 講 一下 您 點 的 是 什麼 好 嗎 ？ 我 馬上 去 換 您 的 菜 。 六 。,我 叫 的 是 美味 豬肉 和 涼拌 捲心菜 。 五 。
我 叫 的 是 美味 豬肉 和 涼拌 捲心菜 。 五 。,對不起 ， 是 我 的 錯 。 我 馬上 把 您 的 菜端 上來 。 六 。
對不起 ， 是 我 的 錯 。 我 馬上 把 您 的 菜端 上來 。 六 。,喂 ， 這 是 什麼 ？ 五 。
喂 ， 這 是 什麼 ？ 五 。,對不起 ， 小姐 。 這 不 是 您 叫 的 雞湯 嗎 ？ 四 。
對不起 ， 小姐 。 這 不 是 您 叫 的 雞湯 嗎 ？ 四 。,噢 ， 就是 這個 ？ 五 。
噢 ， 就是 這個 ？ 五 。,我 想 是 的 。 不過 如果 您 覺得 喝 得 不 舒服 的 話 ， 我 可以 給 您 換 一個 。六 。
我 想 是 的 。 不過 如果 您 覺得 喝 得 不 舒服 的 話 ， 我 可以 給 您 換 一個 。六 。,不用 換 了 ， 給 我 退 錢 吧 。 五 。
不用 換 了 ， 給 我 退 錢 吧 。 五 。,抱歉 ， 這 恐怕 不行 。 但 您 可以 叫 個 其他 的 菜 來 代替 。 零 。
抱歉 ， 這 恐怕 不行 。 但 您 可以 叫 個 其他 的 菜 來 代替 。 零 。,噢 ， 真 的 嗎 ？ 給 我 來 個 蛤蜊湯 。 五 。
噢 ， 真 的 嗎 ？ 給 我 來 個 蛤蜊湯 。 五 。,好 的 ， 小姐 。零 。
好 的 ， 小姐 。零 。,謝謝 。零 。
謝謝 。零 。,希望 您 吃 的 開心 。 零 。
嘿 ！ 食物 很 美味 。 我 一 口 也 吃 不 下去 了 。 你 確定 你 不要 再 來 一 道 菜 ？ 四 。,不 ， 我 飽 了 。 我 的 肚子 已經 不 咕咕 叫 了 。零 。
不 ， 我 飽 了 。 我 的 肚子 已經 不 咕咕 叫 了 。零 。,我 明白 你 的 意思 。 我 飽到 快要 爆炸 了 。 那麼 我們 走 了 嗎 ？ 四 。
我 明白 你 的 意思 。 我 飽到 快要 爆炸 了 。 那麼 我們 走 了 嗎 ？ 四 。,我 吃 飽 了 。 謝謝 你 的 晚餐 。 零 。
我 吃 飽 了 。 謝謝 你 的 晚餐 。 零 。,不 客氣 。 零 。
你好 ， 我 想 吃 點 東西 。 零 。,歡迎 ， 想 吃 什麼 呢 ？ 九 。
歡迎 ， 想 吃 什麼 呢 ？ 九 。,你們 這 有 什麼 推薦 的 ？ 四 。
你們 這 有 什麼 推薦 的 ？ 四 。,我們 這 有 貝果 ， 蛋糕 ， 茶點 。 九 。
我們 這 有 貝果 ， 蛋糕 ， 茶點 。 九 。,那 來 一 份 草莓 貝果 。 零 。
那 來 一 份 草莓 貝果 。 零 。,總共 是 一 份 草莓 貝果 對 嗎 ？ 九 。
總共 是 一 份 草莓 貝果 對 嗎 ？ 九 。,對 的 。零 。
對 的 。零 。,還有 需要 其他 的 東西 嗎 ？ 九 。
還有 需要 其他 的 東西 嗎 ？ 九 。,不用 ， 謝謝 。零 。
不用 ， 謝謝 。零 。,好 的 。請稍 等 。 零 。
服務員 ， 能 過來 一下 嗎 ？ 四 。,好 的 ， 有 什麼 問題 嗎 ？ 四 。
好 的 ， 有 什麼 問題 嗎 ？ 四 。,恐怕 你 搞 錯 了 ， 這 不 是 我 點 的 菜 。 五 。
恐怕 你 搞 錯 了 ， 這 不 是 我 點 的 菜 。 五 。,非常 抱歉 ， 一定 是 我 搞 混點 菜單 了 ， 我 去 查 一下 。六 。
非常 抱歉 ， 一定 是 我 搞 混點 菜單 了 ， 我 去 查 一下 。六 。,還有 ， 這 碗 湯 也 是 涼 的 。 五 。
還有 ， 這 碗 湯 也 是 涼 的 。 五 。,實在 對不起 ， 我 馬上 給 您 換 一 碗 熱 湯 來 。 六 。
嗨 ， 今晚 我 將 爲 您 服務 。 您 現在 準備 點菜 還是 稍待 一會 呢 ？ 四 。,我 現在 點菜 ， 我 要 美式 咖啡 和 黑森林 蛋糕 。 九 。
我 現在 點菜 ， 我 要 美式 咖啡 和 黑森林 蛋糕 。 九 。,好 的 ， 我 很 快 會 把 您 的 餐點 送 來 。 三 。
好 的 ， 我 很 快 會 把 您 的 餐點 送 來 。 三 。,謝謝 。零 。
你好 ， 需要 點 什麼 東西 ？ 九 。,我 要 兩 杯 黑 咖啡 。 零 。
我 要 兩 杯 黑 咖啡 。 零 。,好 的 ， 一 杯 黑 咖啡 對 嗎 ？ 九 。
好 的 ， 一 杯 黑 咖啡 對 嗎 ？ 九 。,不對 ， 是 兩 杯 黑 咖啡 。 零 。
不對 ， 是 兩 杯 黑 咖啡 。 零 。,不好意思 ， 是 兩 杯 黑 咖啡 對 嗎 ？ 九 。
不好意思 ， 是 兩 杯 黑 咖啡 對 嗎 ？ 九 。,是的 。 零 。
是的 。 零 。,好 的 ， 會 儘快 幫 您 送 到 。 九 。
你好 ， 我 想 要點 餐 。 零 。,好 的 ， 需要 些 什麼 ？ 九 。
好 的 ， 需要 些 什麼 ？ 九 。,一 杯 義式 咖啡 。 零 。
一 杯 義式 咖啡 。 零 。,請問 要 冰 的 還 是 熱 的 呢 ？ 九 。
請問 要 冰 的 還 是 熱 的 呢 ？ 九 。,冰 的 。 零 。
冰 的 。 零 。,那 請問 要 正常 冰 ， 少 冰 ， 還是 去 冰 呢 ？ 九 。
那 請問 要 正常 冰 ， 少 冰 ， 還是 去 冰 呢 ？ 九 。,少 冰 。 零 。
少 冰 。 零 。,好 的 ， 義式 咖啡 少 冰 對 嗎 ？ 九 。
好 的 ， 義式 咖啡 少 冰 對 嗎 ？ 九 。,是的 。 零 。
是的 。 零 。,好 的 ， 將 儘快 爲 你 送 到 。 二 。
你好 ， 需要 點 什麼 東西 ？ 九 。,一 杯 美式 咖啡 。 零 。
一 杯 美式 咖啡 。 零 。,請問 要 冰 的 還 是 熱 的 呢 ？ 九 。
請問 要 冰 的 還 是 熱 的 呢 ？ 九 。,熱 的 。零 。
熱 的 。零 。,好 的 ， 一 杯 熱 的 美式 咖啡 對 嗎 ？ 九 。
好 的 ， 一 杯 熱 的 美式 咖啡 對 嗎 ？ 九 。,是的 。 零 。
是的 。 零 。,好 的 ， 將 儘快 爲 你 送 到 。 零 。
這 是 最新 的 產品 ， 很 受 年輕人 的 歡迎 。零 。,是的 ， 我 知道 ， 我 非常 喜歡 它 ， 我 買 下 了 。零 。
是的 ， 我 知道 ， 我 非常 喜歡 它 ， 我 買 下 了 。零 。,好 的 ， 給 您 發票 。 二 。
好 的 ， 給 您 發票 。 二 。,這個 手機 的 保修期 是 多 長 時間 ？ 四 。
這個 手機 的 保修期 是 多 長 時間 ？ 四 。,七 天 內 保退 ， 一 年 內 保 換 。 零 。
你好 ， 想 要 些 什麼 ？ 九 。,來 一 份 日式 茶點 。 零 。
來 一 份 日式 茶點 。 零 。,好 的 ， 請 稍 等 。 零 。
不好意思 ， 我 想 要 買單 。 九 。,好 的 ， 請 你 到 櫃檯 結賬 哦 。 零 。
你好 ， 我 想 吃 點 東西 。 零 。,好 的 ， 請問 要 什麼 呢 ？ 九 。
好 的 ， 請問 要 什麼 呢 ？ 九 。,你們 這 有 什麼 推薦 的 ？ 四 。
你們 這 有 什麼 推薦 的 ？ 四 。,咖啡 跟 蛋糕 都 很 好吃 哦 。 九 。
咖啡 跟 蛋糕 都 很 好吃 哦 。 九 。,好 的 ， 那 來 一 份 黑 咖啡 和 起司 蛋糕 。 零 。
好 的 ， 那 來 一 份 黑 咖啡 和 起司 蛋糕 。 零 。,好 的 。 一 杯 黑 咖啡 和 起司 蛋糕 對 嗎 ？ 九 。
好 的 。 一 杯 黑 咖啡 和 起司 蛋糕 對 嗎 ？ 九 。,沒 錯 。 零 。
沒 錯 。 零 。,好 的 。請稍 等 。 餐點 會 儘快 爲 你 送 到 。 零 。
不好意思 ， 我 想 要 結賬 。 九 。,好 的 ， 請 你 到 櫃檯 結賬 哦 。 零 。
你好 ， 請問 有 空位 嗎 ？ 八 。,你們 一共 多少 人 ？ 八 。
你們 一共 多少 人 ？ 八 。,二 位 。零 。
二 位 。零 。,有的 ， 讓 我 來 爲 您 帶 位 。 零 。
不好意思 ， 可以 幫 我 清理 一下 桌面 嗎 ？ 四 。,好 的 。待會兒 會 有 服務員 爲 你 服務 。零 。
好 的 。待會兒 會 有 服務員 爲 你 服務 。零 。,謝謝 。零 。
你好 ， 請問 有 位置 嗎 ？ 四 。,請問 你們 一共 幾 位 ？ 八 。
請問 你們 一共 幾 位 ？ 八 。,四 位 。 零 。
四 位 。 零 。,不好意思 ， 要 等 一下 哦 ， 服務員 已經 在 爲 您 整理 桌面 了 。零 。
不好意思 ， 要 等 一下 哦 ， 服務員 已經 在 爲 您 整理 桌面 了 。零 。,好 的 ， 謝謝 。零 。
請問 有 什麼 可以 爲 您 服務 的 嗎 ？ 九 。,我 要 一 份 大麥克。零 。
我 要 一 份 大麥克。零 。,不好意思 ， 我們 這裏 沒有 賣 這 東西 。 零 。
不好意思 ， 我們 這裏 沒有 賣 這 東西 。 零 。,那 你 推薦 什麼 ？ 零 。
那 你 推薦 什麼 ？ 零 。,我們 的 黑 咖啡 很 不錯 的 。起司 蛋糕 也 很 美味 。 九 。
我們 的 黑 咖啡 很 不錯 的 。起司 蛋糕 也 很 美味 。 九 。,那 來 一 份 起司 蛋糕 。 零 。
那 來 一 份 起司 蛋糕 。 零 。,好 的 ， 一 份 起司 蛋糕 對 嗎 。 九 。
好 的 ， 一 份 起司 蛋糕 對 嗎 。 九 。,對 ！ 零 。
對 ！ 零 。,好 的 。請稍 等 。 餐點 會 儘快 爲 你 送 到 。 零 。
您 要 什麼 飲料 嗎 ？ 九 。,好 啊 ， 我 要 一 杯 冰茶 。 零 。
好 啊 ， 我 要 一 杯 冰茶 。 零 。,好 的 ， 我 很 快 會 把 您 的 飲料 和 沙拉 送 來 。零 。
好 的 ， 我 很 快 會 把 您 的 飲料 和 沙拉 送 來 。零 。,謝謝 。零 。
你好 ， 有 什麼 可以 爲 您 服務 的 嗎 ？ 九 。,這邊 空調 溫度 太 高 了 ， 幫 我 調 低 幾度 好 嗎 ？ 零 。
這邊 空調 溫度 太 高 了 ， 幫 我 調 低 幾度 好 嗎 ？ 零 。,好 的 。零 。
你好 ， 我 覺得 有點 熱 ， 可以 把 冷氣 調 低 幾度 嗎 ？ 四 。,好 的 ， 請 稍 等 。 零 。
請問 先生 想 吃 點 什麼 ？ 九 。,來 點 你 最 推薦 的 。 零 。
來 點 你 最 推薦 的 。 零 。,我 推薦 黑森林 蛋糕 。 九 。
我 推薦 黑森林 蛋糕 。 九 。,好 ， 來 一 份 黑森林 蛋糕 。 零 。
好 ， 來 一 份 黑森林 蛋糕 。 零 。,請 稍 等 。 零 。
服務員 ， 能 過來 一下 嗎 ？ 四 。,好 的 ， 有 什麼 問題 嗎 ？ 四 。
好 的 ， 有 什麼 問題 嗎 ？ 四 。,恐怕 你 搞 錯 了 ， 這 不 是 我 點 的 菜 。 五 。
恐怕 你 搞 錯 了 ， 這 不 是 我 點 的 菜 。 五 。,非常 抱歉 ， 一定 是 我 搞 混點 菜單 了 ， 我 去 查 一下 。六 。
非常 抱歉 ， 一定 是 我 搞 混點 菜單 了 ， 我 去 查 一下 。六 。,還有 ， 這 碗 湯 也 是 涼 的 。 五 。
還有 ， 這 碗 湯 也 是 涼 的 。 五 。,實在 對不起 ， 我 馬上 給 您 換 一 碗 熱 湯 來 。 六 。
你好 ， 有 什麼 可以 爲 您 服務 的 嗎 ？ 四 。 。,我 要 結賬 。 九 。
我 要 結賬 。 九 。,好 的 ， 請 你 到 櫃檯 結賬 哦 。 零 。
你好 ， 需要 什麼 東西 ？ 九 。,我 要 一 杯 卡布奇諾 ， 不要 糖 。 零 。
我 要 一 杯 卡布奇諾 ， 不要 糖 。 零 。,好 的 ， 一 杯 卡布奇諾 不 要 糖 對 嗎 ？ 九 。
好 的 ， 一 杯 卡布奇諾 不 要 糖 對 嗎 ？ 九 。,對 的 。零 。
對 的 。零 。,好 的 馬上 來 。 零 。
你好 。 零 。,你好 。 零 。
早上 好 。 零 。,祝 你 有 個 美好 的 一 天 。 零 。
晚上 好 。 零 。,祝 你 有 個 美好 的 夜晚 。 零 。
你好 啊 。 零 。,你好 。 零 。
我 有 訂位 。八 。,請問 尊 姓 大名 ？ 八 。
請問 尊 姓 大名 ？ 八 。,我 姓 林 。 零 。
我 姓 林 。 零 。,好 的 ， 將 爲 你 帶 位 。 零 。
你好 ， 想 要 些 什麼 ？ 九 。,來 點 你 最 推薦 的 。 零 。
來 點 你 最 推薦 的 。 零 。,我 推薦 卡布其諾 。 九 。
我 推薦 卡布其諾 。 九 。,好 ， 來 一 杯 卡布奇諾 。 零 。
好 ， 來 一 杯 卡布奇諾 。 零 。,請問 要 冰 的 還 是 熱 的 呢 ？ 九 。
請問 要 冰 的 還 是 熱 的 呢 ？ 九 。,熱 的 。零 。
熱 的 。零 。,好 的 ， 一 杯 熱 的 卡布奇諾 對 嗎 ？ 九 。
好 的 ， 一 杯 熱 的 卡布奇諾 對 嗎 ？ 九 。,對 。 零 。
對 。 零 。,好 的 ， 請 稍 等 。 零 。
你們 這裏 有 什麼 好吃 的 ？ 四 。,我 推薦 起司 蛋糕 。 九 。
我 推薦 起司 蛋糕 。 九 。,好 。 有 需要 飲料 嗎 ？ 九 。
好 。 有 需要 飲料 嗎 ？ 九 。,你 推薦 什麼 ？ 四 。
你 推薦 什麼 ？ 四 。,本店 的 黑 咖啡 很 好 喝 。 九 。
本店 的 黑 咖啡 很 好 喝 。 九 。,那 就 一 杯 黑 咖啡 。 零 。
那 就 一 杯 黑 咖啡 。 零 。,好 的 。請稍 等 。 餐點 會 儘快 爲 你 送 到 。 零 。
你好 ， 我 想 要點 餐 。 零 。,請問 今天 想 要 什麼 呢 ？ 九 。
請問 今天 想 要 什麼 呢 ？ 九 。,一 杯 美式 咖啡 。 零 。
一 杯 美式 咖啡 。 零 。,請問 要 外帶 還是 內 用 呢 ？ 九 。
請問 要 外帶 還是 內 用 呢 ？ 九 。,外帶 。 零 。
外帶 。 零 。,好 的 。 一 杯 美式 咖啡 對 嗎 ？ 九 。
好 的 。 一 杯 美式 咖啡 對 嗎 ？ 九 。,對 。 零 。
對 。 零 。,好 的 。 請 在 旁邊 稍 等 一下 。 九 。
你好 ， 想 要 些 什麼 ？ 九 。,一 份 起司 蛋糕 外帶 。 零 。
一 份 起司 蛋糕 外帶 。 零 。,好 的 ， 一 份 起司 蛋糕 外 帶 對 嗎 。 九 。
好 的 ， 一 份 起司 蛋糕 外 帶 對 嗎 。 九 。,對 的 。零 。
對 的 。零 。,好 的 。 請 在 旁邊 稍 等 一下 。 九 。
請問 有 預約 嗎 ？ 四 。,沒有 。 零 。
沒有 。 零 。,那 可能 需要 等 兩 個 小時 哦 。 零 。
那 可能 需要 等 兩 個 小時 哦 。 零 。,那 算 了 。零 。
那 算 了 。零 。,好 的 。零 。
你好 ， 想 要 些 什麼 ？ 九 。,來 一 份 黑森林 蛋糕 。 零 。
來 一 份 黑森林 蛋糕 。 零 。,不好意思 ， 黑森林 蛋糕 賣 完 了 。零 。
不好意思 ， 黑森林 蛋糕 賣 完 了 。零 。,那 有 什麼 其他 的 選擇 嗎 ？ 九 。
那 有 什麼 其他 的 選擇 嗎 ？ 九 。,我們 的 草莓 蛋糕 很 好吃 的 。 九 。
我們 的 草莓 蛋糕 很 好吃 的 。 九 。,那 來 一 份 草莓 蛋糕 。 零 。
那 來 一 份 草莓 蛋糕 。 零 。,好 的 。餐點 將 儘快 爲 你 送 到 。 零 。
德維 ， 你 有 沒 有 想 過 週五 去 哪兒 吃 晚飯 ？ 零 。,我 不 確定 。 我 不 知道 這 附近 有 很多 餐館 。 零 。
我 不 確定 。 我 不 知道 這 附近 有 很多 餐館 。 零 。,您 知道 ， 我們 可以 在線 查看 本地 互聯網 站點 。 零 。
您 知道 ， 我們 可以 在線 查看 本地 互聯網 站點 。 零 。,好 的 。 讓 我們 來 看看 ！ 三 。
好 的 。 讓 我們 來 看看 ！ 三 。,你 的 生日 會 有 什麼樣 的 食物 ？ 四 。
你 的 生日 會 有 什麼樣 的 食物 ？ 四 。,我 最 喜歡 泰國 菜 或 日本 菜 。 零 。
我 最 喜歡 泰國 菜 或 日本 菜 。 零 。,這 一個 ， 幕府 將軍 ， 看 起來 不錯 。 零 。
這 一個 ， 幕府 將軍 ， 看 起來 不錯 。 零 。,哦 ， 是的 ， 我 聽說 過 那 一個 。 我 與 之 交談 過 的 每個 人 都 說 很 棒 ！ 零 。
哦 ， 是的 ， 我 聽說 過 那 一個 。 我 與 之 交談 過 的 每個 人 都 說 很 棒 ！ 零 。,你 想 去 那兒 嗎 ？ 四 。
你 想 去 那兒 嗎 ？ 四 。,我 認爲 這 將 是 一個 非常 好 的 選擇 ！ 我們 打電話 預約 。 八 。
德維 ， 你 有 什麼 偏好 你 想 去 哪兒 吃 晚飯 嗎 ？ 四 。,我 真的 不 知道 自己 想 去 哪裏 。 我 在 想 某 家 餐館 時 遇到 了 麻煩 。 六 。
我 真的 不 知道 自己 想 去 哪裏 。 我 在 想 某 家 餐館 時 遇到 了 麻煩 。 六 。,報紙 週末 有 一個 很 棒 的 餐廳 目錄 。 零 。
報紙 週末 有 一個 很 棒 的 餐廳 目錄 。 零 。,好 的 ， 我們 可以 看 一下 。 二 。
好 的 ， 我們 可以 看 一下 。 二 。,你 有 特定 類型 的 食物 嗎 ？ 四 。
你 有 特定 類型 的 食物 嗎 ？ 四 。,我 真的 很 喜歡 日本 料理 或 泰國 料理 。 零 。
那 家 日本 餐廳 Shogun 得到 了 很 好 的 評價 。 零 。,哦 ， 是的 ！ 我 在 電視 上 看到 了 那 家 餐館 的 評論 。 評論家 喜歡 它 ！ 零 。
哦 ， 是的 ！ 我 在 電視 上 看到 了 那 家 餐館 的 評論 。 評論家 喜歡 它 ！ 零 。,這 可能 是 你 想 去 生日 的 地方 嗎 ？ 零 。
這 可能 是 你 想 去 生日 的 地方 嗎 ？ 零 。,那 會 很 棒 ！ 我們 爲什麼 不 打電話 預訂 呢 ？ 八 。
德維 ， 你 有 一個 最 喜歡 的 地方 ， 你 想 去 生日 晚餐 嗎 ？ 二 。,我 現在 有點 不知所措 ， 想到 一些 特別 的 地方 。 零 。
我 現在 有點 不知所措 ， 想到 一些 特別 的 地方 。 零 。,我 在 這裏 有 一 本 很 棒 的 當地 餐館 指南 。 零 。
我 在 這裏 有 一 本 很 棒 的 當地 餐館 指南 。 零 。,那 將 是 個 好看 的 地方 。 二 。
那 將 是 個 好看 的 地方 。 二 。,你 最 喜歡 的 餐館 食物 是 什麼 ？ 零 。
你 最 喜歡 的 餐館 食物 是 什麼 ？ 零 。,我 喜歡 很多 東西 ， 但 泰國 或 日本 人 會 很 好 。 零 。
我 喜歡 很多 東西 ， 但 泰國 或 日本 人 會 很 好 。 零 。,幕府 將軍 看 起來 很 不錯 ！ 零 。
幕府 將軍 看 起來 很 不錯 ！ 零 。,哦 ， 我 記得 那 家 餐館 。 我 幾 年 前 去 過 那裏 。 我 真的 很 喜歡 它 ！ 零 。
哦 ， 我 記得 那 家 餐館 。 我 幾 年 前 去 過 那裏 。 我 真的 很 喜歡 它 ！ 零 。,那 對 你 的 生日 晚餐 來說 是 個 不錯 的 選擇 嗎 ？ 四 。
那 對 你 的 生日 晚餐 來說 是 個 不錯 的 選擇 嗎 ？ 四 。,我 很 樂意 去 那裏 。 讓 我們 提前 打電話 確保 我們 可以 在 那 晚 獲得 一 張 桌子 。 八 。
幕府 餐廳 。 零 。,嗨 ， 我 想 預訂 晚餐 。 八 。
嗨 ， 我 想 預訂 晚餐 。 八 。,當然 ， 你 什麼 時候 加入 我們 ？ 八 。
當然 ， 你 什麼 時候 加入 我們 ？ 八 。,我們 需要 在 週二 晚上 預訂 。 零 。
我們 需要 在 週二 晚上 預訂 。 零 。,您 希望 什麼 時候 預訂 ？ 八 。
我們 寧願 7:00 或 7:30 。 零 。,您 需要 預訂 多少 人 ？ 八 。
您 需要 預訂 多少 人 ？ 八 。,我們 四 個 人 。 零 。
我們 四 個 人 。 零 。,好 的 ， 如果 你 願意 告訴 我 你 的 名字 ， 我 可以 在 星期二 早上 7點 爲 你 安排 。 零 。
好 的 ， 如果 你 願意 告訴 我 你 的 名字 ， 我 可以 在 星期二 早上 7點 爲 你 安排 。 零 。,謝謝 。 姓氏 是 福斯特 。 零 。
謝謝 。 姓氏 是 福斯特 。 零 。,福斯特 先生 ， 本 週二 7點見 。 二 。
